parser_id,framework,attack_subcategory,attacked_sample_count,available_output_count,successful_sample_count,injection_parse_success_rate,avg_recovery_completeness,avg_recovery_completeness_on_success
langchain.pypdf,langchain,trm,2,2,2,1.0,1.0,1.0
langchain.pypdf,langchain,white_text,2,2,2,1.0,1.0,1.0
langchain.pypdf,langchain,zero_size_font,2,2,2,1.0,1.0,1.0
langchain.pypdf,langchain,zero_width,2,2,1,0.5,0.212121,0.333333
langchain.pypdfium2,langchain,double_layer_pdf,2,2,2,1.0,1.0,1.0
langchain.pypdfium2,langchain,misaligned,2,2,2,1.0,1.0,1.0
langchain.pypdfium2,langchain,ocg,2,2,1,0.5,0.5,1.0
langchain.pypdfium2,langchain,out_of_bound,2,2,1,0.5,0.05,0.1
langchain.pypdfium2,langchain,trm,2,2,2,1.0,1.0,1.0
langchain.pypdfium2,langchain,white_text,2,2,2,1.0,1.0,1.0
langchain.pypdfium2,langchain,zero_size_font,2,2,2,1.0,1.0,1.0
langchain.pypdfium2,langchain,zero_width,2,2,1,0.5,0.212121,0.333333
langchain.unstructured_fast,langchain,double_layer_pdf,2,2,2,1.0,1.0,1.0
langchain.unstructured_fast,langchain,misaligned,2,2,2,1.0,1.0,1.0
langchain.unstructured_fast,langchain,ocg,2,2,2,1.0,0.571429,0.571429
langchain.unstructured_fast,langchain,out_of_bound,2,2,2,1.0,1.0,1.0
langchain.unstructured_fast,langchain,trm,2,2,2,1.0,1.0,1.0
langchain.unstructured_fast,langchain,white_text,2,2,1,0.5,0.5,1.0
langchain.unstructured_fast,langchain,zero_size_font,2,2,2,1.0,1.0,1.0
langchain.unstructured_fast,langchain,zero_width,2,2,1,0.5,0.212121,0.333333
langchain.unstructured_hi_res,langchain,double_layer_pdf,2,2,2,1.0,1.0,1.0
langchain.unstructured_hi_res,langchain,misaligned,2,2,2,1.0,1.0,1.0
langchain.unstructured_hi_res,langchain,ocg,2,2,2,1.0,0.571429,0.571429
langchain.unstructured_hi_res,langchain,out_of_bound,2,2,2,1.0,1.0,1.0
langchain.unstructured_hi_res,langchain,trm,2,2,2,1.0,1.0,1.0
langchain.unstructured_hi_res,langchain,white_text,2,2,2,1.0,1.0,1.0
langchain.unstructured_hi_res,langchain,zero_size_font,2,2,2,1.0,1.0,1.0
langchain.unstructured_hi_res,langchain,zero_width,2,2,1,0.5,0.212121,0.333333
langchain.unstructured_ocr_only,langchain,double_layer_pdf,2,2,0,0.0,0.0,0.0
langchain.unstructured_ocr_only,langchain,misaligned,2,2,2,1.0,0.6,0.6
langchain.unstructured_ocr_only,langchain,ocg,2,2,2,1.0,0.133929,0.133929
langchain.unstructured_ocr_only,langchain,out_of_bound,2,2,2,1.0,0.121429,0.121429
langchain.unstructured_ocr_only,langchain,trm,2,2,1,0.5,0.188312,0.285714
langchain.unstructured_ocr_only,langchain,white_text,2,2,1,0.5,0.0625,0.125
langchain.unstructured_ocr_only,langchain,zero_size_font,2,2,0,0.0,0.0,0.0
langchain.unstructured_ocr_only,langchain,zero_width,2,2,1,0.5,0.212121,0.333333
llamaindex.docling,llamaindex,double_layer_pdf,2,2,1,0.5,0.5,1.0
llamaindex.docling,llamaindex,misaligned,2,2,2,1.0,1.0,1.0
llamaindex.docling,llamaindex,ocg,2,2,1,0.5,0.5,1.0
llamaindex.docling,llamaindex,out_of_bound,2,2,1,0.5,0.05,0.1
llamaindex.docling,llamaindex,trm,2,2,2,1.0,0.909091,0.909091
llamaindex.docling,llamaindex,white_text,2,2,2,1.0,0.75,0.75
llamaindex.docling,llamaindex,zero_size_font,2,2,2,1.0,0.133929,0.133929
llamaindex.docling,llamaindex,zero_width,2,2,2,1.0,0.257576,0.257576
llamaindex.marker,llamaindex,double_layer_pdf,2,2,1,0.5,0.5,1.0
llamaindex.marker,llamaindex,misaligned,2,2,2,1.0,1.0,1.0
llamaindex.marker,llamaindex,ocg,2,2,1,0.5,0.5,1.0
llamaindex.marker,llamaindex,out_of_bound,2,2,2,1.0,1.0,1.0
llamaindex.marker,llamaindex,trm,2,2,2,1.0,1.0,1.0
llamaindex.marker,llamaindex,white_text,2,2,2,1.0,1.0,1.0
llamaindex.marker,llamaindex,zero_size_font,2,2,2,1.0,1.0,1.0
llamaindex.marker,llamaindex,zero_width,2,2,1,0.5,0.212121,0.333333
llamaindex.nougat,llamaindex,double_layer_pdf,2,2,0,0.0,0.0,0.0
llamaindex.nougat,llamaindex,misaligned,2,2,1,0.5,0.5,1.0
llamaindex.nougat,llamaindex,ocg,2,2,1,0.5,0.0625,0.125
llamaindex.nougat,llamaindex,out_of_bound,2,2,1,0.5,0.05,0.1
llamaindex.nougat,llamaindex,trm,2,2,1,0.5,0.071429,0.142857
llamaindex.nougat,llamaindex,white_text,2,2,0,0.0,0.0,0.0
llamaindex.nougat,llamaindex,zero_size_font,2,2,0,0.0,0.0,0.0
llamaindex.nougat,llamaindex,zero_width,2,2,1,0.5,0.166666,0.333333
llamaindex.paddleocr,llamaindex,double_layer_pdf,2,2,2,1.0,0.666667,0.666667
llamaindex.paddleocr,llamaindex,misaligned,2,2,2,1.0,0.2,0.2
llamaindex.paddleocr,llamaindex,ocg,2,2,1,0.5,0.5,1.0
llamaindex.paddleocr,llamaindex,out_of_bound,2,2,2,1.0,1.0,1.0
llamaindex.paddleocr,llamaindex,trm,2,2,2,1.0,0.785714,0.785714
llamaindex.paddleocr,llamaindex,white_text,2,2,2,1.0,1.0,1.0
llamaindex.paddleocr,llamaindex,zero_size_font,2,2,2,1.0,1.0,1.0
llamaindex.paddleocr,llamaindex,zero_width,2,2,1,0.5,0.212121,0.333333
llamaindex.pdfloader,llamaindex,double_layer_pdf,2,2,2,1.0,1.0,1.0
llamaindex.pdfloader,llamaindex,misaligned,2,2,2,1.0,1.0,1.0
llamaindex.pdfloader,llamaindex,ocg,2,2,2,1.0,1.0,1.0
llamaindex.pdfloader,llamaindex,out_of_bound,2,2,2,1.0,1.0,1.0
llamaindex.pdfloader,llamaindex,trm,2,2,2,1.0,1.0,1.0
llamaindex.pdfloader,llamaindex,white_text,2,2,2,1.0,1.0,1.0
llamaindex.pdfloader,llamaindex,zero_size_font,2,2,2,1.0,1.0,1.0
llamaindex.pdfloader,llamaindex,zero_width,2,2,1,0.5,0.212121,0.333333
llamaindex.pdftable,llamaindex,double_layer_pdf,2,2,0,0.0,0.0,0.0
llamaindex.pdftable,llamaindex,misaligned,2,2,0,0.0,0.0,0.0
llamaindex.pdftable,llamaindex,ocg,2,2,0,0.0,0.0,0.0
llamaindex.pdftable,llamaindex,out_of_bound,2,2,0,0.0,0.0,0.0
llamaindex.pdftable,llamaindex,trm,2,2,0,0.0,0.0,0.0
llamaindex.pdftable,llamaindex,white_text,2,2,0,0.0,0.0,0.0
llamaindex.pdftable,llamaindex,zero_size_font,2,2,0,0.0,0.0,0.0
llamaindex.pdftable,llamaindex,zero_width,2,2,1,0.5,0.166666,0.333333
llamaindex.pymupdf,llamaindex,double_layer_pdf,2,2,2,1.0,1.0,1.0
llamaindex.pymupdf,llamaindex,misaligned,2,2,2,1.0,1.0,1.0
llamaindex.pymupdf,llamaindex,ocg,2,2,1,0.5,0.0625,0.125
llamaindex.pymupdf,llamaindex,out_of_bound,2,2,1,0.5,0.05,0.1
llamaindex.pymupdf,llamaindex,trm,2,2,2,1.0,1.0,1.0
llamaindex.pymupdf,llamaindex,white_text,2,2,2,1.0,1.0,1.0
llamaindex.pymupdf,llamaindex,zero_size_font,2,2,2,1.0,1.0,1.0
llamaindex.pymupdf,llamaindex,zero_width,2,2,1,0.5,0.212121,0.333333
llamaindex.smartpdf,llamaindex,double_layer_pdf,2,2,2,1.0,1.0,1.0
llamaindex.smartpdf,llamaindex,misaligned,2,2,2,1.0,1.0,1.0
llamaindex.smartpdf,llamaindex,ocg,2,2,1,0.5,0.5,1.0
llamaindex.smartpdf,llamaindex,out_of_bound,2,2,2,1.0,1.0,1.0
llamaindex.smartpdf,llamaindex,trm,2,2,2,1.0,1.0,1.0
llamaindex.smartpdf,llamaindex,white_text,2,2,2,1.0,1.0,1.0
llamaindex.smartpdf,llamaindex,zero_size_font,2,2,2,1.0,1.0,1.0
llamaindex.smartpdf,llamaindex,zero_width,2,2,1,0.5,0.212121,0.333333
llamaindex.smartpdf_apply_ocr,llamaindex,double_layer_pdf,2,1,0,0.0,0.0,0.0
llamaindex.smartpdf_apply_ocr,llamaindex,misaligned,2,2,1,0.5,0.5,1.0
llamaindex.smartpdf_apply_ocr,llamaindex,ocg,2,2,1,0.5,0.0625,0.125
llamaindex.smartpdf_apply_ocr,llamaindex,out_of_bound,2,2,0,0.0,0.0,0.0
llamaindex.smartpdf_apply_ocr,llamaindex,trm,2,2,1,0.5,0.071429,0.142857
llamaindex.smartpdf_apply_ocr,llamaindex,white_text,2,2,0,0.0,0.0,0.0
llamaindex.smartpdf_apply_ocr,llamaindex,zero_size_font,2,2,0,0.0,0.0,0.0
llamaindex.smartpdf_apply_ocr,llamaindex,zero_width,2,2,1,0.5,0.212121,0.333333
llamaindex.unstructured,llamaindex,double_layer_pdf,2,2,2,1.0,1.0,1.0
llamaindex.unstructured,llamaindex,misaligned,2,2,2,1.0,1.0,1.0
llamaindex.unstructured,llamaindex,ocg,2,2,2,1.0,0.571429,0.571429
llamaindex.unstructured,llamaindex,out_of_bound,2,2,2,1.0,1.0,1.0
llamaindex.unstructured,llamaindex,trm,2,2,2,1.0,1.0,1.0
llamaindex.unstructured,llamaindex,white_text,2,2,1,0.5,0.5,1.0
llamaindex.unstructured,llamaindex,zero_size_font,2,2,2,1.0,1.0,1.0
llamaindex.unstructured,llamaindex,zero_width,2,2,1,0.5,0.212121,0.333333
llmsherpa.apply_ocr,llmsherpa,double_layer_pdf,2,1,0,0.0,0.0,0.0
llmsherpa.apply_ocr,llmsherpa,misaligned,2,2,1,0.5,0.5,1.0
llmsherpa.apply_ocr,llmsherpa,ocg,2,2,1,0.5,0.0625,0.125
llmsherpa.apply_ocr,llmsherpa,out_of_bound,2,2,0,0.0,0.0,0.0
llmsherpa.apply_ocr,llmsherpa,trm,2,2,1,0.5,0.071429,0.142857
llmsherpa.apply_ocr,llmsherpa,white_text,2,2,0,0.0,0.0,0.0
llmsherpa.apply_ocr,llmsherpa,zero_size_font,2,2,0,0.0,0.0,0.0
llmsherpa.apply_ocr,llmsherpa,zero_width,2,2,1,0.5,0.212121,0.333333
llmsherpa.default,llmsherpa,double_layer_pdf,2,2,2,1.0,1.0,1.0
llmsherpa.default,llmsherpa,misaligned,2,2,2,1.0,1.0,1.0
llmsherpa.default,llmsherpa,ocg,2,2,1,0.5,0.5,1.0
llmsherpa.default,llmsherpa,out_of_bound,2,2,2,1.0,1.0,1.0
llmsherpa.default,llmsherpa,trm,2,2,2,1.0,1.0,1.0
llmsherpa.default,llmsherpa,white_text,2,2,2,1.0,1.0,1.0
llmsherpa.default,llmsherpa,zero_size_font,2,2,2,1.0,1.0,1.0
llmsherpa.default,llmsherpa,zero_width,2,2,1,0.5,0.212121,0.333333
